"gene_name","taxa_included","identical_sequences"
"Gasterosteus_aculeatus.groupI.7542485.7542620.fas","90","749"
"Gasterosteus_aculeatus.groupI.7545001.7545288.fas","82","939"
"Gasterosteus_aculeatus.groupI.7986568.7986770.fas","97","138"
"Gasterosteus_aculeatus.groupI.7990789.7990976.fas","97","939"
"Gasterosteus_aculeatus.groupI.9297590.9297741.fas","97","252"
"Gasterosteus_aculeatus.groupI.9821231.9821381.fas","95","466"
"Gasterosteus_aculeatus.groupI.9837162.9836952.fas","77","102"
"Gasterosteus_aculeatus.groupII.10242577.10242795.fas","88","99"
"Gasterosteus_aculeatus.groupII.10244762.10244897.fas","95","93"
"Gasterosteus_aculeatus.groupII.10483463.10482668.fas","61","0"
"Gasterosteus_aculeatus.groupII.10488582.10488431.fas","64","228"
"Gasterosteus_aculeatus.groupII.10490602.10490408.fas","91","544"
"Gasterosteus_aculeatus.groupII.10638898.10639059.fas","97","804"
"Gasterosteus_aculeatus.groupII.11121050.11121660.fas","69","0"
"Gasterosteus_aculeatus.groupII.11497785.11498042.fas","94","4"
"Gasterosteus_aculeatus.groupII.11823837.11824061.fas","93","61"
"Gasterosteus_aculeatus.groupII.13627072.13626940.fas","95","297"
"Gasterosteus_aculeatus.groupII.13761986.13761429.fas","57","1"
"Gasterosteus_aculeatus.groupII.13989513.13989645.fas","85","947"
"Gasterosteus_aculeatus.groupII.14008226.14008361.fas","85","508"
"Gasterosteus_aculeatus.groupII.14502968.14503173.fas","66","79"
"Gasterosteus_aculeatus.groupII.17860262.17859951.fas","95","45"
"Gasterosteus_aculeatus.groupII.18555030.18555167.fas","95","406"
"Gasterosteus_aculeatus.groupII.19418278.19418449.fas","87","1139"
"Gasterosteus_aculeatus.groupII.21751809.21751937.fas","69","227"
"Gasterosteus_aculeatus.groupII.22058261.22058391.fas","90","271"
"Gasterosteus_aculeatus.groupII.22198624.22198758.fas","97","790"
"Gasterosteus_aculeatus.groupII.22335438.22335282.fas","95","526"
"Gasterosteus_aculeatus.groupII.302850.303014.fas","71","176"
"Gasterosteus_aculeatus.groupII.3692075.3691889.fas","70","485"
"Gasterosteus_aculeatus.groupII.5006185.5006049.fas","96","522"
"Gasterosteus_aculeatus.groupII.5007048.5006924.fas","73","1235"
"Gasterosteus_aculeatus.groupII.5109516.5109689.fas","52","282"
"Gasterosteus_aculeatus.groupII.531903.532041.fas","84","705"
"Gasterosteus_aculeatus.groupII.5733532.5733724.fas","92","1334"
"Gasterosteus_aculeatus.groupII.6065685.6065828.fas","96","645"
"Gasterosteus_aculeatus.groupII.6080369.6080608.fas","91","180"
"Gasterosteus_aculeatus.groupII.6489206.6489355.fas","59","601"
"Gasterosteus_aculeatus.groupII.8482345.8482182.fas","76","203"
"Gasterosteus_aculeatus.groupII.8576776.8576990.fas","86","125"
"Gasterosteus_aculeatus.groupII.8619772.8619573.fas","58","108"
"Gasterosteus_aculeatus.groupII.9374319.9374542.fas","89","227"
"Gasterosteus_aculeatus.groupII.9716095.9716331.fas","96","182"
"Gasterosteus_aculeatus.groupIII.10780739.10780567.fas","93","1554"
"Gasterosteus_aculeatus.groupIII.10841363.10841175.fas","94","236"
"Gasterosteus_aculeatus.groupIII.13508040.13508207.fas","76","146"
"Gasterosteus_aculeatus.groupIII.13697634.13697789.fas","97","448"
"Gasterosteus_aculeatus.groupIII.13931238.13930971.fas","92","23"
"Gasterosteus_aculeatus.groupIII.15883812.15883650.fas","84","890"
"Gasterosteus_aculeatus.groupIII.15884486.15884252.fas","58","276"
"Gasterosteus_aculeatus.groupIII.16085028.16084785.fas","68","213"
"Gasterosteus_aculeatus.groupIII.16377385.16377147.fas","81","908"
"Gasterosteus_aculeatus.groupIII.1963544.1963753.fas","78","42"
"Gasterosteus_aculeatus.groupIII.1967870.1968032.fas","66","94"
"Gasterosteus_aculeatus.groupIII.2038334.2038508.fas","58","48"
"Gasterosteus_aculeatus.groupIII.3877469.3877612.fas","92","459"
"Gasterosteus_aculeatus.groupIII.3881046.3881170.fas","95","1723"
"Gasterosteus_aculeatus.groupIII.5389306.5389106.fas","95","560"
"Gasterosteus_aculeatus.groupIII.6282898.6283021.fas","97","551"
"Gasterosteus_aculeatus.groupIII.6791555.6791722.fas","77","104"
"Gasterosteus_aculeatus.groupIII.6793946.6794116.fas","94","263"
"Gasterosteus_aculeatus.groupIII.6875319.6875503.fas","96","300"
"Gasterosteus_aculeatus.groupIII.8007785.8007636.fas","73","141"
"Gasterosteus_aculeatus.groupIII.8718259.8718398.fas","54","206"
"Gasterosteus_aculeatus.groupIV.10591307.10591145.fas","94","849"
"Gasterosteus_aculeatus.groupIV.10594387.10594210.fas","96","221"
"Gasterosteus_aculeatus.groupIV.10934749.10934508.fas","97","173"
"Gasterosteus_aculeatus.groupIV.10936985.10936763.fas","96","445"
"Gasterosteus_aculeatus.groupIV.11717842.11717663.fas","72","98"
"Gasterosteus_aculeatus.groupIV.13404607.13404785.fas","78","367"
"Gasterosteus_aculeatus.groupIV.16501775.16501651.fas","93","1105"
"Gasterosteus_aculeatus.groupIV.16567564.16567741.fas","56","102"
"Gasterosteus_aculeatus.groupIV.17765758.17765575.fas","67","224"
"Gasterosteus_aculeatus.groupIV.17955473.17955627.fas","77","929"
"Gasterosteus_aculeatus.groupIV.19672792.19672592.fas","72","878"
"Gasterosteus_aculeatus.groupIV.19739495.19739276.fas","89","352"
"Gasterosteus_aculeatus.groupIV.20012507.20012665.fas","88","268"
"Gasterosteus_aculeatus.groupIV.20834133.20835191.fas","49","1"
"Gasterosteus_aculeatus.groupIV.21539020.21539208.fas","85","481"
"Gasterosteus_aculeatus.groupIV.22373041.22372872.fas","60","229"
"Gasterosteus_aculeatus.groupIV.22373888.22373620.fas","77","870"
"Gasterosteus_aculeatus.groupIV.22552368.22552537.fas","86","740"
"Gasterosteus_aculeatus.groupIV.22995493.22996079.fas","77","11"
"Gasterosteus_aculeatus.groupIV.23162839.23162969.fas","59","153"
"Gasterosteus_aculeatus.groupIV.25511132.25511295.fas","97","583"
"Gasterosteus_aculeatus.groupIV.25512023.25512537.fas","78","23"
"Gasterosteus_aculeatus.groupIV.25859038.25858788.fas","95","554"
"Gasterosteus_aculeatus.groupIV.26032394.26032534.fas","66","385"
"Gasterosteus_aculeatus.groupIV.26195806.26195668.fas","97","426"
"Gasterosteus_aculeatus.groupIV.26218502.26218667.fas","90","89"
"Gasterosteus_aculeatus.groupIV.26220158.26220288.fas","89","781"
"Gasterosteus_aculeatus.groupIV.2895672.2895542.fas","79","510"
"Gasterosteus_aculeatus.groupIV.29005005.29005177.fas","97","125"
"Gasterosteus_aculeatus.groupIV.29006710.29006895.fas","95","608"
"Gasterosteus_aculeatus.groupIV.29470618.29470796.fas","89","587"
"Gasterosteus_aculeatus.groupIV.29480199.29480436.fas","85","50"
"Gasterosteus_aculeatus.groupIV.29519237.29519392.fas","92","255"
"Gasterosteus_aculeatus.groupIV.29562486.29562643.fas","97","347"
"Gasterosteus_aculeatus.groupIV.30965456.30965635.fas","95","1027"
"Gasterosteus_aculeatus.groupIV.3667405.3667622.fas","61","291"
"Gasterosteus_aculeatus.groupIV.3817767.3817926.fas","96","635"
"Gasterosteus_aculeatus.groupIV.5518753.5518591.fas","93","576"
"Gasterosteus_aculeatus.groupIV.6738498.6738969.fas","58","10"
"Gasterosteus_aculeatus.groupIV.8061027.8060895.fas","80","117"
"Gasterosteus_aculeatus.groupIV.9321924.9321238.fas","80","3"
"Gasterosteus_aculeatus.groupIX.10137685.10137513.fas","95","122"
"Gasterosteus_aculeatus.groupIX.10318026.10317851.fas","92","2153"
"Gasterosteus_aculeatus.groupIX.10730774.10730459.fas","69","314"
"Gasterosteus_aculeatus.groupIX.10826489.10826128.fas","86","14"
"Gasterosteus_aculeatus.groupIX.10829033.10828695.fas","71","12"
"Gasterosteus_aculeatus.groupIX.11195301.11195125.fas","96","241"
"Gasterosteus_aculeatus.groupIX.12947364.12947117.fas","80","759"
"Gasterosteus_aculeatus.groupIX.12979695.12979462.fas","96","985"
"Gasterosteus_aculeatus.groupIX.12980024.12979858.fas","97","877"
"Gasterosteus_aculeatus.groupIX.13909548.13909411.fas","96","1090"
"Gasterosteus_aculeatus.groupIX.13979596.13979445.fas","95","168"
"Gasterosteus_aculeatus.groupIX.13982874.13982733.fas","70","1091"
"Gasterosteus_aculeatus.groupIX.13986085.13985872.fas","94","137"
"Gasterosteus_aculeatus.groupIX.1437881.1437733.fas","84","865"
"Gasterosteus_aculeatus.groupIX.15027185.15027060.fas","54","176"
"Gasterosteus_aculeatus.groupIX.15170450.15170817.fas","60","24"
"Gasterosteus_aculeatus.groupIX.15848327.15848161.fas","90","620"
"Gasterosteus_aculeatus.groupIX.16362068.16361923.fas","58","950"
"Gasterosteus_aculeatus.groupIX.16404088.16403945.fas","96","2640"
"Gasterosteus_aculeatus.groupIX.19232781.19232452.fas","78","517"
"Gasterosteus_aculeatus.groupIX.19233197.19232893.fas","94","919"
"Gasterosteus_aculeatus.groupIX.19235401.19235233.fas","77","1335"
"Gasterosteus_aculeatus.groupIX.19237881.19237709.fas","96","2583"
"Gasterosteus_aculeatus.groupIX.19248905.19248691.fas","93","351"
"Gasterosteus_aculeatus.groupIX.19278025.19277762.fas","61","5"
"Gasterosteus_aculeatus.groupIX.19326408.19326274.fas","74","504"
"Gasterosteus_aculeatus.groupIX.474652.474493.fas","63","90"
"Gasterosteus_aculeatus.groupIX.5479219.5479026.fas","54","442"
"Gasterosteus_aculeatus.groupIX.5960342.5960162.fas","96","733"
"Gasterosteus_aculeatus.groupIX.5996294.5996091.fas","54","310"
"Gasterosteus_aculeatus.groupIX.6653353.6653589.fas","95","419"
"Gasterosteus_aculeatus.groupIX.6653748.6653915.fas","90","240"
"Gasterosteus_aculeatus.groupIX.6877675.6878090.fas","59","19"
"Gasterosteus_aculeatus.groupIX.6994313.6994140.fas","86","1103"
"Gasterosteus_aculeatus.groupIX.7010124.7009852.fas","96","1511"
"Gasterosteus_aculeatus.groupIX.8113563.8113692.fas","84","821"
"Gasterosteus_aculeatus.groupIX.8114216.8114342.fas","84","2093"
"Gasterosteus_aculeatus.groupIX.8227145.8226941.fas","97","455"
"Gasterosteus_aculeatus.groupIX.8356743.8356591.fas","70","530"
"Gasterosteus_aculeatus.groupIX.8442669.8442903.fas","87","148"
"Gasterosteus_aculeatus.groupIX.8514221.8514014.fas","82","140"
"Gasterosteus_aculeatus.groupIX.8651590.8651827.fas","92","1615"
"Gasterosteus_aculeatus.groupIX.8931101.8931313.fas","56","92"
"Gasterosteus_aculeatus.groupIX.8934891.8935042.fas","90","148"
"Gasterosteus_aculeatus.groupV.10461748.10461545.fas","74","61"
"Gasterosteus_aculeatus.groupV.10462023.10461841.fas","78","574"
"Gasterosteus_aculeatus.groupV.10462614.10462471.fas","52","119"
"Gasterosteus_aculeatus.groupV.10672175.10671914.fas","96","127"
"Gasterosteus_aculeatus.groupV.10881421.10881567.fas","96","71"
"Gasterosteus_aculeatus.groupV.10889613.10889273.fas","67","6"
"Gasterosteus_aculeatus.groupV.11008228.11008107.fas","66","881"
"Gasterosteus_aculeatus.groupV.11060568.11060373.fas","95","203"
"Gasterosteus_aculeatus.groupV.11222896.11222775.fas","91","1425"
"Gasterosteus_aculeatus.groupV.11228179.11228021.fas","96","916"
"Gasterosteus_aculeatus.groupV.11231008.11230742.fas","94","422"
"Gasterosteus_aculeatus.groupV.11240460.11240206.fas","86","305"
"Gasterosteus_aculeatus.groupV.11284439.11284584.fas","69","302"
"Gasterosteus_aculeatus.groupV.11331423.11331261.fas","81","472"
"Gasterosteus_aculeatus.groupV.12103303.12103491.fas","78","174"
"Gasterosteus_aculeatus.groupV.12145418.12145282.fas","88","141"
"Gasterosteus_aculeatus.groupV.121793.122059.fas","92","163"
"Gasterosteus_aculeatus.groupV.1828275.1827991.fas","96","70"
"Gasterosteus_aculeatus.groupV.1828723.1828575.fas","96","1571"
"Gasterosteus_aculeatus.groupV.3272011.3271602.fas","90","19"
"Gasterosteus_aculeatus.groupV.3489692.3490000.fas","80","42"
"Gasterosteus_aculeatus.groupV.4644730.4644592.fas","66","1275"
"Gasterosteus_aculeatus.groupV.4815667.4815856.fas","55","234"
"Gasterosteus_aculeatus.groupV.4815945.4816096.fas","97","1693"
"Gasterosteus_aculeatus.groupV.6001202.6001359.fas","96","507"
"Gasterosteus_aculeatus.groupV.6206293.6206425.fas","73","1093"
"Gasterosteus_aculeatus.groupV.6334923.6335076.fas","93","512"
"Gasterosteus_aculeatus.groupV.8019440.8019768.fas","94","14"
"Gasterosteus_aculeatus.groupV.8066752.8066888.fas","97","1536"
"Gasterosteus_aculeatus.groupV.8084404.8084630.fas","93","59"
"Gasterosteus_aculeatus.groupV.8301432.8301574.fas","96","562"
"Gasterosteus_aculeatus.groupV.8452658.8452403.fas","59","36"
"Gasterosteus_aculeatus.groupV.9365764.9365626.fas","62","252"
"Gasterosteus_aculeatus.groupVI.1103975.1104107.fas","72","576"
"Gasterosteus_aculeatus.groupVI.11589259.11589059.fas","85","149"
"Gasterosteus_aculeatus.groupVI.11591382.11591232.fas","95","672"
"Gasterosteus_aculeatus.groupVI.11592805.11592678.fas","83","507"
"Gasterosteus_aculeatus.groupVI.12480939.12479969.fas","62","0"
"Gasterosteus_aculeatus.groupVI.13965084.13964779.fas","82","2"
"Gasterosteus_aculeatus.groupVI.15649736.15649614.fas","78","1083"
"Gasterosteus_aculeatus.groupVI.16424706.16424570.fas","96","593"
"Gasterosteus_aculeatus.groupVI.2224341.2224581.fas","55","52"
"Gasterosteus_aculeatus.groupVI.3173429.3173258.fas","86","724"
"Gasterosteus_aculeatus.groupVI.3350917.3351045.fas","71","371"
"Gasterosteus_aculeatus.groupVI.3402383.3402531.fas","70","644"
"Gasterosteus_aculeatus.groupVI.4867209.4868512.fas","81","1"
"Gasterosteus_aculeatus.groupVI.579678.579841.fas","71","349"
"Gasterosteus_aculeatus.groupVI.6211371.6211248.fas","93","893"
"Gasterosteus_aculeatus.groupVI.6302987.6302825.fas","95","740"
"Gasterosteus_aculeatus.groupVI.6370076.6369898.fas","80","193"
"Gasterosteus_aculeatus.groupVI.6416001.6416176.fas","89","90"
"Gasterosteus_aculeatus.groupVI.6462690.6462836.fas","57","300"
"Gasterosteus_aculeatus.groupVI.6988178.6987999.fas","97","1095"
"Gasterosteus_aculeatus.groupVI.6990209.6990018.fas","65","62"
"Gasterosteus_aculeatus.groupVI.7250216.7249555.fas","57","0"
"Gasterosteus_aculeatus.groupVI.7336430.7335677.fas","76","7"
"Gasterosteus_aculeatus.groupVI.7638826.7639019.fas","87","229"
"Gasterosteus_aculeatus.groupVI.7645969.7646115.fas","97","1959"
"Gasterosteus_aculeatus.groupVI.7657257.7657465.fas","87","514"
"Gasterosteus_aculeatus.groupVI.7852646.7852828.fas","62","58"
"Gasterosteus_aculeatus.groupVI.7854548.7854686.fas","97","353"
"Gasterosteus_aculeatus.groupVI.7856797.7856978.fas","78","288"
"Gasterosteus_aculeatus.groupVI.8048021.8047799.fas","94","37"
"Gasterosteus_aculeatus.groupVI.8140418.8140616.fas","93","992"
"Gasterosteus_aculeatus.groupVI.82876.83261.fas","92","71"
"Gasterosteus_aculeatus.groupVI.8564303.8564172.fas","52","110"
"Gasterosteus_aculeatus.groupVI.8565728.8565542.fas","95","1047"
"Gasterosteus_aculeatus.groupVI.9086519.9086690.fas","95","204"
"Gasterosteus_aculeatus.groupVI.9206727.9206919.fas","72","398"
"Gasterosteus_aculeatus.groupVI.9207925.9208150.fas","71","177"
"Gasterosteus_aculeatus.groupVI.936100.935941.fas","65","281"
"Gasterosteus_aculeatus.groupVII.11100662.11100909.fas","87","720"
"Gasterosteus_aculeatus.groupVII.13512188.13511784.fas","69","98"
"Gasterosteus_aculeatus.groupVII.13998589.13998385.fas","50","64"
"Gasterosteus_aculeatus.groupVII.14003445.14003269.fas","97","644"
"Gasterosteus_aculeatus.groupVII.14010742.14010414.fas","65","472"
"Gasterosteus_aculeatus.groupVII.14245799.14245928.fas","77","1394"
"Gasterosteus_aculeatus.groupVII.14347770.14347935.fas","74","529"
"Gasterosteus_aculeatus.groupVII.14359386.14359569.fas","94","484"
"Gasterosteus_aculeatus.groupVII.14373520.14373800.fas","92","493"
"Gasterosteus_aculeatus.groupVII.14970557.14971172.fas","74","2"
"Gasterosteus_aculeatus.groupVII.14988531.14988863.fas","70","22"
"Gasterosteus_aculeatus.groupVII.17566958.17567099.fas","91","209"
"Gasterosteus_aculeatus.groupVII.17570015.17570190.fas","82","201"
"Gasterosteus_aculeatus.groupVII.17570618.17571003.fas","85","377"
"Gasterosteus_aculeatus.groupVII.17706665.17706902.fas","78","104"
"Gasterosteus_aculeatus.groupVII.17708905.17709078.fas","62","111"
"Gasterosteus_aculeatus.groupVII.17711359.17711534.fas","93","175"
"Gasterosteus_aculeatus.groupVII.20563215.20563346.fas","94","783"
"Gasterosteus_aculeatus.groupVII.20975145.20974921.fas","49","49"
"Gasterosteus_aculeatus.groupVII.21298454.21298287.fas","81","493"
"Gasterosteus_aculeatus.groupVII.21301705.21301492.fas","84","56"
"Gasterosteus_aculeatus.groupVII.21545831.21546189.fas","69","23"
"Gasterosteus_aculeatus.groupVII.21608519.21608381.fas","72","355"
"Gasterosteus_aculeatus.groupVII.21663085.21662951.fas","95","392"
"Gasterosteus_aculeatus.groupVII.22983127.22983267.fas","97","338"
"Gasterosteus_aculeatus.groupVII.26513447.26513606.fas","96","1017"
"Gasterosteus_aculeatus.groupVII.26775751.26775563.fas","93","1068"
"Gasterosteus_aculeatus.groupVII.26777478.26776980.fas","57","7"
"Gasterosteus_aculeatus.groupVII.26781766.26782054.fas","79","118"
"Gasterosteus_aculeatus.groupVII.2737000.2736839.fas","69","662"
"Gasterosteus_aculeatus.groupVII.3160516.3160348.fas","84","2145"
"Gasterosteus_aculeatus.groupVII.3164249.3164006.fas","54","36"
"Gasterosteus_aculeatus.groupVII.3164525.3164334.fas","66","114"
"Gasterosteus_aculeatus.groupVII.330622.330413.fas","88","130"
"Gasterosteus_aculeatus.groupVII.3940452.3941056.fas","73","5"
"Gasterosteus_aculeatus.groupVII.4294320.4294456.fas","58","75"
"Gasterosteus_aculeatus.groupVII.4295246.4295409.fas","86","468"
"Gasterosteus_aculeatus.groupVII.4296975.4297143.fas","95","587"
"Gasterosteus_aculeatus.groupVII.4299616.4299823.fas","92","1198"
"Gasterosteus_aculeatus.groupVII.4554466.4554147.fas","94","56"
"Gasterosteus_aculeatus.groupVII.6666937.6667134.fas","96","606"
"Gasterosteus_aculeatus.groupVII.6988066.6987897.fas","55","165"
"Gasterosteus_aculeatus.groupVIII.10672020.10671849.fas","93","1576"
"Gasterosteus_aculeatus.groupVIII.12473210.12473363.fas","91","1032"
"Gasterosteus_aculeatus.groupVIII.12485590.12485376.fas","94","137"
"Gasterosteus_aculeatus.groupVIII.12573562.12573341.fas","70","272"
"Gasterosteus_aculeatus.groupVIII.12827402.12827906.fas","50","6"
"Gasterosteus_aculeatus.groupVIII.13820031.13820161.fas","95","793"
"Gasterosteus_aculeatus.groupVIII.14212893.14213111.fas","95","2028"
"Gasterosteus_aculeatus.groupVIII.1423881.1424094.fas","60","106"
"Gasterosteus_aculeatus.groupVIII.1424253.1424696.fas","88","1"
"Gasterosteus_aculeatus.groupVIII.15704363.15704218.fas","69","737"
"Gasterosteus_aculeatus.groupVIII.15831847.15832005.fas","95","808"
"Gasterosteus_aculeatus.groupVIII.17298588.17298730.fas","96","335"
"Gasterosteus_aculeatus.groupVIII.17300561.17300704.fas","96","725"
"Gasterosteus_aculeatus.groupVIII.1734231.1734479.fas","97","1088"
"Gasterosteus_aculeatus.groupVIII.17977107.17976839.fas","68","54"
"Gasterosteus_aculeatus.groupVIII.18683088.18683235.fas","89","717"
"Gasterosteus_aculeatus.groupVIII.3807356.3807546.fas","81","531"
"Gasterosteus_aculeatus.groupVIII.3861211.3861383.fas","65","214"
"Gasterosteus_aculeatus.groupVIII.5635070.5634881.fas","70","240"
"Gasterosteus_aculeatus.groupVIII.6004311.6004510.fas","95","260"
"Gasterosteus_aculeatus.groupVIII.7737903.7738036.fas","96","642"
"Gasterosteus_aculeatus.groupVIII.7885337.7885485.fas","95","1380"
"Gasterosteus_aculeatus.groupVIII.7901566.7901734.fas","93","373"
"Gasterosteus_aculeatus.groupVIII.8647136.8646968.fas","62","306"
"Gasterosteus_aculeatus.groupVIII.8790727.8790847.fas","95","485"
"Gasterosteus_aculeatus.groupVIII.9338137.9338323.fas","86","238"
"Gasterosteus_aculeatus.groupX.12196749.12197054.fas","85","96"
"Gasterosteus_aculeatus.groupX.12897626.12897797.fas","97","356"
"Gasterosteus_aculeatus.groupX.13129716.13129570.fas","97","2475"
"Gasterosteus_aculeatus.groupX.15431813.15431631.fas","96","338"
"Gasterosteus_aculeatus.groupX.15589345.15589054.fas","67","149"
"Gasterosteus_aculeatus.groupX.15590875.15590561.fas","95","252"
"Gasterosteus_aculeatus.groupX.2043705.2043536.fas","64","746"
"Gasterosteus_aculeatus.groupX.2672330.2672208.fas","71","286"
"Gasterosteus_aculeatus.groupX.5949020.5948408.fas","74","1"
"Gasterosteus_aculeatus.groupX.7116457.7116641.fas","72","164"
"Gasterosteus_aculeatus.groupX.7447952.7448249.fas","57","88"
"Gasterosteus_aculeatus.groupX.7456317.7456467.fas","97","797"
"Gasterosteus_aculeatus.groupX.7770500.7770363.fas","52","385"
"Gasterosteus_aculeatus.groupX.7963061.7962780.fas","65","198"
"Gasterosteus_aculeatus.groupX.8940484.8940363.fas","75","345"
"Gasterosteus_aculeatus.groupX.8997430.8997308.fas","64","139"
"Gasterosteus_aculeatus.groupX.9481770.9482013.fas","95","1417"
"Gasterosteus_aculeatus.groupXI.12104608.12104375.fas","63","66"
"Gasterosteus_aculeatus.groupXI.13417801.13417971.fas","96","648"
"Gasterosteus_aculeatus.groupXI.13418678.13418801.fas","85","1102"
"Gasterosteus_aculeatus.groupXI.13673193.13673358.fas","96","536"
"Gasterosteus_aculeatus.groupXI.14272044.14271870.fas","92","175"
"Gasterosteus_aculeatus.groupXI.14705518.14705144.fas","93","42"
"Gasterosteus_aculeatus.groupXI.14716938.14716751.fas","74","347"
"Gasterosteus_aculeatus.groupXI.14949685.14949481.fas","91","533"
"Gasterosteus_aculeatus.groupXI.14969672.14969947.fas","69","222"
"Gasterosteus_aculeatus.groupXI.4775081.4774915.fas","97","1912"
"Gasterosteus_aculeatus.groupXI.4784517.4784689.fas","86","243"
"Gasterosteus_aculeatus.groupXI.585629.585400.fas","93","131"
"Gasterosteus_aculeatus.groupXI.591269.591131.fas","82","243"
"Gasterosteus_aculeatus.groupXI.591537.591393.fas","50","127"
"Gasterosteus_aculeatus.groupXI.6378047.6378171.fas","97","1695"
"Gasterosteus_aculeatus.groupXI.7392164.7392298.fas","96","897"
"Gasterosteus_aculeatus.groupXI.7755475.7755344.fas","80","314"
"Gasterosteus_aculeatus.groupXI.7756182.7756051.fas","96","362"
"Gasterosteus_aculeatus.groupXI.7873366.7873224.fas","97","449"
"Gasterosteus_aculeatus.groupXI.9806019.9805800.fas","97","68"
"Gasterosteus_aculeatus.groupXII.10238716.10238528.fas","95","293"
"Gasterosteus_aculeatus.groupXII.10241497.10241206.fas","87","20"
"Gasterosteus_aculeatus.groupXII.10446925.10446753.fas","92","624"
"Gasterosteus_aculeatus.groupXII.10888018.10888234.fas","84","594"
"Gasterosteus_aculeatus.groupXII.10895298.10895837.fas","62","10"
"Gasterosteus_aculeatus.groupXII.10896259.10896426.fas","79","264"
"Gasterosteus_aculeatus.groupXII.10897701.10897912.fas","94","303"
"Gasterosteus_aculeatus.groupXII.10898024.10898206.fas","97","439"
"Gasterosteus_aculeatus.groupXII.10898488.10898660.fas","90","875"
"Gasterosteus_aculeatus.groupXII.10900882.10901060.fas","96","388"
"Gasterosteus_aculeatus.groupXII.10901592.10901752.fas","73","384"
"Gasterosteus_aculeatus.groupXII.10904395.10904786.fas","81","79"
"Gasterosteus_aculeatus.groupXII.10907827.10908029.fas","85","81"
"Gasterosteus_aculeatus.groupXII.10910131.10910271.fas","96","578"
"Gasterosteus_aculeatus.groupXII.11990835.11991506.fas","66","11"
"Gasterosteus_aculeatus.groupXII.13732754.13732400.fas","91","61"
"Gasterosteus_aculeatus.groupXII.1490536.1490393.fas","63","120"
"Gasterosteus_aculeatus.groupXII.164549.164423.fas","88","622"
"Gasterosteus_aculeatus.groupXII.171460.171266.fas","69","188"
"Gasterosteus_aculeatus.groupXII.17646948.17646793.fas","61","266"
"Gasterosteus_aculeatus.groupXII.18252817.18253017.fas","90","371"
"Gasterosteus_aculeatus.groupXII.334187.334365.fas","59","79"
"Gasterosteus_aculeatus.groupXII.3566105.3565965.fas","94","887"
"Gasterosteus_aculeatus.groupXII.5342364.5342617.fas","94","292"
"Gasterosteus_aculeatus.groupXII.5365207.5364847.fas","57","26"
"Gasterosteus_aculeatus.groupXII.6900731.6900900.fas","94","783"
"Gasterosteus_aculeatus.groupXII.6911105.6911256.fas","95","2642"
"Gasterosteus_aculeatus.groupXII.7412753.7412590.fas","94","83"
"Gasterosteus_aculeatus.groupXII.7779772.7779632.fas","67","1085"
"Gasterosteus_aculeatus.groupXII.7785483.7785323.fas","96","727"
"Gasterosteus_aculeatus.groupXII.7785727.7785598.fas","95","1739"
"Gasterosteus_aculeatus.groupXII.7786061.7785934.fas","71","469"
"Gasterosteus_aculeatus.groupXII.7788302.7788164.fas","78","828"
"Gasterosteus_aculeatus.groupXII.7790188.7790020.fas","95","595"
"Gasterosteus_aculeatus.groupXII.7791356.7791207.fas","86","365"
"Gasterosteus_aculeatus.groupXII.7794558.7794428.fas","97","1004"
"Gasterosteus_aculeatus.groupXII.7804594.7804403.fas","97","246"
"Gasterosteus_aculeatus.groupXII.7807879.7807650.fas","97","32"
"Gasterosteus_aculeatus.groupXII.7808795.7808604.fas","60","189"
"Gasterosteus_aculeatus.groupXII.7821308.7821167.fas","96","1665"
"Gasterosteus_aculeatus.groupXII.7835610.7835789.fas","49","153"
"Gasterosteus_aculeatus.groupXII.8001271.8001644.fas","88","5"
"Gasterosteus_aculeatus.groupXII.8008167.8008356.fas","96","1113"
"Gasterosteus_aculeatus.groupXII.8149110.8148957.fas","97","386"
"Gasterosteus_aculeatus.groupXII.8159968.8159797.fas","92","1475"
"Gasterosteus_aculeatus.groupXII.8808010.8807761.fas","97","154"
"Gasterosteus_aculeatus.groupXII.9450172.9449981.fas","79","635"
"Gasterosteus_aculeatus.groupXII.9451420.9451185.fas","95","465"
"Gasterosteus_aculeatus.groupXII.9458992.9458767.fas","96","969"
"Gasterosteus_aculeatus.groupXII.9691885.9692028.fas","81","313"
"Gasterosteus_aculeatus.groupXIII.11455593.11455354.fas","96","88"
"Gasterosteus_aculeatus.groupXIII.11457530.11457392.fas","66","343"
"Gasterosteus_aculeatus.groupXIII.11468539.11468230.fas","91","3"
"Gasterosteus_aculeatus.groupXIII.11469763.11469519.fas","68","19"
"Gasterosteus_aculeatus.groupXIII.11475185.11474812.fas","49","12"
"Gasterosteus_aculeatus.groupXIII.12302250.12302673.fas","57","65"
"Gasterosteus_aculeatus.groupXIII.12835579.12835395.fas","97","574"
"Gasterosteus_aculeatus.groupXIII.12841092.12840939.fas","95","703"
"Gasterosteus_aculeatus.groupXIII.12841927.12841799.fas","97","580"
"Gasterosteus_aculeatus.groupXIII.12957288.12956978.fas","93","29"
"Gasterosteus_aculeatus.groupXIII.12957564.12957400.fas","74","220"
"Gasterosteus_aculeatus.groupXIII.12961854.12961705.fas","89","187"
"Gasterosteus_aculeatus.groupXIII.12969304.12969155.fas","71","404"
"Gasterosteus_aculeatus.groupXIII.12970150.12969980.fas","88","685"
