Name,# Nucleotide Sequences With Mates,# Nucleotides,# Sequences,%GC,Created Date,Description,Imported From: Filename,Imported From: Path,Max Sequence Length,Min Sequence Length,Modified,SequenceListOrderingRevisionNumber,Size,URN
Gasterosteus_aculeatus.groupXI.7755475.7755344,0,10572,81,53.0%,Thu Jul 02 10:27:08 PDT 2020,,Gasterosteus_aculeatus.groupXI.7755475.7755344.fas,F:\Temnocora\Exon\assemble_result\nf,132,108,Thu Jul 02 10:27:08 PDT 2020,0,25 KB,urn:local:.:4ex-c44ntps
Gasterosteus_aculeatus.groupXIII.16381492.16381655,0,12885,81,56.0%,Thu Jul 02 10:27:11 PDT 2020,,Gasterosteus_aculeatus.groupXIII.16381492.16381655.fas,F:\Temnocora\Exon\assemble_result\nf,162,132,Thu Jul 02 10:27:11 PDT 2020,0,27 KB,urn:local:.:4pi-c44ntyq
Gasterosteus_aculeatus.groupXIX.6856985.6857107,0,9822,81,48.4%,Thu Jul 02 10:27:14 PDT 2020,,Gasterosteus_aculeatus.groupXIX.6856985.6857107.fas,F:\Temnocora\Exon\assemble_result\nf,123,105,Thu Jul 02 10:27:14 PDT 2020,0,24 KB,urn:local:.:50o-c44nu8a
Gasterosteus_aculeatus.groupXV.1800058.1800215,0,12369,81,64.3%,Thu Jul 02 10:27:15 PDT 2020,,Gasterosteus_aculeatus.groupXV.1800058.1800215.fas,F:\Temnocora\Exon\assemble_result\nf,156,129,Thu Jul 02 10:27:15 PDT 2020,0,27 KB,urn:local:.:546-c44nub2
Gasterosteus_aculeatus.groupXV.12203788.12203914,0,9873,81,43.3%,Thu Jul 02 10:27:15 PDT 2020,,Gasterosteus_aculeatus.groupXV.12203788.12203914.fas,F:\Temnocora\Exon\assemble_result\nf,123,99,Thu Jul 02 10:27:15 PDT 2020,0,24 KB,urn:local:.:520-c44nu9b
Gasterosteus_aculeatus.groupXVI.2476903.2477059,0,12405,81,53.9%,Thu Jul 02 10:27:17 PDT 2020,,Gasterosteus_aculeatus.groupXVI.2476903.2477059.fas,F:\Temnocora\Exon\assemble_result\nf,156,126,Thu Jul 02 10:27:17 PDT 2020,0,27 KB,urn:local:.:5au-c44nugf
Gasterosteus_aculeatus.groupXVI.10446416.10446282,0,10842,81,48.0%,Thu Jul 02 10:27:17 PDT 2020,,Gasterosteus_aculeatus.groupXVI.10446416.10446282.fas,F:\Temnocora\Exon\assemble_result\nf,135,111,Thu Jul 02 10:27:17 PDT 2020,0,25 KB,urn:local:.:599-c44nuf6
Gasterosteus_aculeatus.groupXVIII.3245898.3245650,0,19722,81,62.2%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.3245898.3245650.fas,F:\Temnocora\Exon\assemble_result\nf,246,198,Thu Jul 02 10:27:19 PDT 2020,0,34 KB,urn:local:.:5i3-c44numg
Gasterosteus_aculeatus.groupXVIII.11082912.11082460,0,34695,81,63.7%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.11082912.11082460.fas,F:\Temnocora\Exon\assemble_result\nf,435,348,Thu Jul 02 10:27:19 PDT 2020,0,48 KB,urn:local:.:5fx-c44nukp
Gasterosteus_aculeatus.scaffold_27.3284303.3284165,0,11127,81,56.6%,Thu Jul 02 10:27:23 PDT 2020,,Gasterosteus_aculeatus.scaffold_27.3284303.3284165.fas,F:\Temnocora\Exon\assemble_result\nf,138,120,Thu Jul 02 10:27:23 PDT 2020,0,25 KB,urn:local:.:5tx-c44nuwo
Gasterosteus_aculeatus.scaffold_90.164561.164758,0,15474,81,65.8%,Thu Jul 02 10:27:24 PDT 2020,,Gasterosteus_aculeatus.scaffold_90.164561.164758.fas,F:\Temnocora\Exon\assemble_result\nf,192,162,Thu Jul 02 10:27:24 PDT 2020,0,30 KB,urn:local:.:5wx-c44nuzm
Oryzias_latipes.4.30225238.30225046,0,15204,81,71.2%,Thu Jul 02 10:27:38 PDT 2020,,Oryzias_latipes.4.30225238.30225046.fas,F:\Temnocora\Exon\assemble_result\nf,195,159,Thu Jul 02 10:27:38 PDT 2020,0,29 KB,urn:local:.:75x-c44nw15
Oryzias_latipes.6.17113801.17113989,0,15261,81,52.2%,Thu Jul 02 10:27:40 PDT 2020,,Oryzias_latipes.6.17113801.17113989.fas,F:\Temnocora\Exon\assemble_result\nf,195,150,Thu Jul 02 10:27:40 PDT 2020,0,29 KB,urn:local:.:7cl-c44nw6p
Oryzias_latipes.10.22624103.22624320,0,17127,81,62.3%,Thu Jul 02 10:27:25 PDT 2020,,Oryzias_latipes.10.22624103.22624320.fas,F:\Temnocora\Exon\assemble_result\nf,216,183,Thu Jul 02 10:27:25 PDT 2020,0,31 KB,urn:local:.:61f-c44nv37
Oryzias_latipes.22.11699174.11699871,0,55284,81,57.5%,Thu Jul 02 10:27:33 PDT 2020,,Oryzias_latipes.22.11699174.11699871.fas,F:\Temnocora\Exon\assemble_result\nf,699,561,Thu Jul 02 10:27:33 PDT 2020,0,68 KB,urn:local:.:6rf-c44nvom
Oryzias_latipes.22.12888238.12888405,0,13128,81,57.2%,Thu Jul 02 10:27:33 PDT 2020,,Oryzias_latipes.22.12888238.12888405.fas,F:\Temnocora\Exon\assemble_result\nf,165,132,Thu Jul 02 10:27:33 PDT 2020,0,27 KB,urn:local:.:6sc-c44nvpe
Oryzias_latipes.24.10842431.10842166,0,21360,81,62.3%,Thu Jul 02 10:27:35 PDT 2020,,Oryzias_latipes.24.10842431.10842166.fas,F:\Temnocora\Exon\assemble_result\nf,264,255,Thu Jul 02 10:27:35 PDT 2020,0,35 KB,urn:local:.:6xo-c44nvu3
Tetraodon_nigroviridis.1.4304376.4304224,0,12054,81,38.9%,Thu Jul 02 10:27:46 PDT 2020,,Tetraodon_nigroviridis.1.4304376.4304224.fas,F:\Temnocora\Exon\assemble_result\nf,150,120,Thu Jul 02 10:27:46 PDT 2020,0,26 KB,urn:local:.:7x3-c44nwo8
Tetraodon_nigroviridis.1.21345941.21346079,0,11115,81,67.0%,Thu Jul 02 10:27:46 PDT 2020,,Tetraodon_nigroviridis.1.21345941.21346079.fas,F:\Temnocora\Exon\assemble_result\nf,138,111,Thu Jul 02 10:27:46 PDT 2020,0,25 KB,urn:local:.:7w9-c44nwnl
Tetraodon_nigroviridis.3.12406720.12407208,0,31407,81,66.4%,Thu Jul 02 10:27:58 PDT 2020,,Tetraodon_nigroviridis.3.12406720.12407208.fas,F:\Temnocora\Exon\assemble_result\nf,408,336,Thu Jul 02 10:27:58 PDT 2020,0,45 KB,urn:local:.:8zx-c44nxkw
Tetraodon_nigroviridis.5.5442594.5442719,0,10074,81,56.4%,Thu Jul 02 10:27:59 PDT 2020,,Tetraodon_nigroviridis.5.5442594.5442719.fas,F:\Temnocora\Exon\assemble_result\nf,126,108,Thu Jul 02 10:27:59 PDT 2020,0,24 KB,urn:local:.:96l-c44nxq7
Tetraodon_nigroviridis.7.5939818.5939611,0,16338,81,59.9%,Thu Jul 02 10:28:01 PDT 2020,,Tetraodon_nigroviridis.7.5939818.5939611.fas,F:\Temnocora\Exon\assemble_result\nf,204,165,Thu Jul 02 10:28:01 PDT 2020,0,30 KB,urn:local:.:9a6-c44nxt6
Tetraodon_nigroviridis.10.2447263.2447083,0,14355,81,57.3%,Thu Jul 02 10:27:47 PDT 2020,,Tetraodon_nigroviridis.10.2447263.2447083.fas,F:\Temnocora\Exon\assemble_result\nf,180,147,Thu Jul 02 10:27:47 PDT 2020,0,28 KB,urn:local:.:80f-c44nwqx
Tetraodon_nigroviridis.10.2479080.2478925,0,12339,81,55.4%,Thu Jul 02 10:27:47 PDT 2020,,Tetraodon_nigroviridis.10.2479080.2478925.fas,F:\Temnocora\Exon\assemble_result\nf,153,123,Thu Jul 02 10:27:47 PDT 2020,0,27 KB,urn:local:.:80o-c44nwr4
Tetraodon_nigroviridis.12.3476176.3475960,0,17439,81,66.5%,Thu Jul 02 10:27:49 PDT 2020,,Tetraodon_nigroviridis.12.3476176.3475960.fas,F:\Temnocora\Exon\assemble_result\nf,216,192,Thu Jul 02 10:27:49 PDT 2020,0,31 KB,urn:local:.:87f-c44nwwu
Tetraodon_nigroviridis.12.3508781.3508551,0,18423,81,62.4%,Thu Jul 02 10:27:49 PDT 2020,,Tetraodon_nigroviridis.12.3508781.3508551.fas,F:\Temnocora\Exon\assemble_result\nf,231,192,Thu Jul 02 10:27:49 PDT 2020,0,32 KB,urn:local:.:87i-c44nwwx
Tetraodon_nigroviridis.20.3250619.3250498,0,9624,81,60.4%,Thu Jul 02 10:27:57 PDT 2020,,Tetraodon_nigroviridis.20.3250619.3250498.fas,F:\Temnocora\Exon\assemble_result\nf,120,96,Thu Jul 02 10:27:57 PDT 2020,0,24 KB,urn:local:.:8xf-c44nxiu
Tetraodon_nigroviridis.Un_random.2719155.2719302,0,11811,81,57.4%,Thu Jul 02 10:28:04 PDT 2020,,Tetraodon_nigroviridis.Un_random.2719155.2719302.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:28:04 PDT 2020,0,26 KB,urn:local:.:9m6-c44ny3r
Danio_rerio.1.42238686.42238912,0,18219,82,56.8%,Thu Jul 02 10:26:12 PDT 2020,,Danio_rerio.1.42238686.42238912.fas,F:\Temnocora\Exon\assemble_result\nf,225,183,Thu Jul 02 10:26:12 PDT 2020,0,32 KB,urn:local:.:2x-c44npgj
Danio_rerio.3.55453754.55453603,0,12240,82,44.3%,Thu Jul 02 10:26:44 PDT 2020,,Danio_rerio.3.55453754.55453603.fas,F:\Temnocora\Exon\assemble_result\nf,150,126,Thu Jul 02 10:26:44 PDT 2020,0,27 KB,urn:local:.:2a3-c44nrvt
Danio_rerio.5.20769605.20769237,0,29742,82,53.7%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.20769605.20769237.fas,F:\Temnocora\Exon\assemble_result\nf,369,297,Thu Jul 02 10:26:46 PDT 2020,0,44 KB,urn:local:.:2ei-c44ns10
Danio_rerio.9.28750682.28750235,0,23526,82,55.2%,Thu Jul 02 10:26:52 PDT 2020,,Danio_rerio.9.28750682.28750235.fas,F:\Temnocora\Exon\assemble_result\nf,288,240,Thu Jul 02 10:26:52 PDT 2020,0,38 KB,urn:local:.:2zl-c44nsii
Danio_rerio.12.28657090.28657269,0,14361,82,63.5%,Thu Jul 02 10:26:23 PDT 2020,,Danio_rerio.12.28657090.28657269.fas,F:\Temnocora\Exon\assemble_result\nf,177,144,Thu Jul 02 10:26:23 PDT 2020,0,29 KB,urn:local:.:f3-c44nqb5
Danio_rerio.13.10648261.10648399,0,10278,82,59.5%,Thu Jul 02 10:26:24 PDT 2020,,Danio_rerio.13.10648261.10648399.fas,F:\Temnocora\Exon\assemble_result\nf,129,108,Thu Jul 02 10:26:24 PDT 2020,0,25 KB,urn:local:.:hu-c44nqdg
Danio_rerio.13.43146108.43145960,0,11946,82,65.9%,Thu Jul 02 10:26:26 PDT 2020,,Danio_rerio.13.43146108.43145960.fas,F:\Temnocora\Exon\assemble_result\nf,147,129,Thu Jul 02 10:26:26 PDT 2020,0,26 KB,urn:local:.:nl-c44nqic
Danio_rerio.14.12461255.12461412,0,11970,82,65.4%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.12461255.12461412.fas,F:\Temnocora\Exon\assemble_result\nf,150,120,Thu Jul 02 10:26:27 PDT 2020,0,26 KB,urn:local:.:pl-c44nqk1
Danio_rerio.14.51664687.51664818,0,10758,82,62.0%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.51664687.51664818.fas,F:\Temnocora\Exon\assemble_result\nf,132,108,Thu Jul 02 10:26:27 PDT 2020,0,25 KB,urn:local:.:rx-c44nqmg
Danio_rerio.17.22451343.22451503,0,12405,82,55.4%,Thu Jul 02 10:26:31 PDT 2020,,Danio_rerio.17.22451343.22451503.fas,F:\Temnocora\Exon\assemble_result\nf,153,126,Thu Jul 02 10:26:31 PDT 2020,0,27 KB,urn:local:.:150-c44nqxf
Danio_rerio.17.28745031.28745354,0,16917,82,61.5%,Thu Jul 02 10:26:32 PDT 2020,,Danio_rerio.17.28745031.28745354.fas,F:\Temnocora\Exon\assemble_result\nf,207,174,Thu Jul 02 10:26:32 PDT 2020,0,31 KB,urn:local:.:16c-c44nqym
Danio_rerio.19.32132282.32132457,0,14106,82,61.0%,Thu Jul 02 10:26:34 PDT 2020,,Danio_rerio.19.32132282.32132457.fas,F:\Temnocora\Exon\assemble_result\nf,174,141,Thu Jul 02 10:26:34 PDT 2020,0,28 KB,urn:local:.:1el-c44nr5i
Danio_rerio.20.26417968.26417189,0,62736,82,54.3%,Thu Jul 02 10:26:36 PDT 2020,,Danio_rerio.20.26417968.26417189.fas,F:\Temnocora\Exon\assemble_result\nf,777,648,Thu Jul 02 10:26:36 PDT 2020,0,76 KB,urn:local:.:1m6-c44nrbl
Danio_rerio.22.32569623.32569473,0,12258,82,54.2%,Thu Jul 02 10:26:39 PDT 2020,,Danio_rerio.22.32569623.32569473.fas,F:\Temnocora\Exon\assemble_result\nf,150,138,Thu Jul 02 10:26:39 PDT 2020,0,27 KB,urn:local:.:1v9-c44nrj9
Gasterosteus_aculeatus.groupI.20046436.20046560,0,9999,82,50.0%,Thu Jul 02 10:26:54 PDT 2020,,Gasterosteus_aculeatus.groupI.20046436.20046560.fas,F:\Temnocora\Exon\assemble_result\nf,123,108,Thu Jul 02 10:26:54 PDT 2020,0,24 KB,urn:local:.:36x-c44nsoj
Gasterosteus_aculeatus.groupIII.16377385.16377147,0,12573,82,57.0%,Thu Jul 02 10:26:57 PDT 2020,,Gasterosteus_aculeatus.groupIII.16377385.16377147.fas,F:\Temnocora\Exon\assemble_result\nf,162,147,Thu Jul 02 10:26:57 PDT 2020,0,27 KB,urn:local:.:3gl-c44nswy
Gasterosteus_aculeatus.groupV.11331423.11331261,0,12402,82,50.5%,Thu Jul 02 10:27:01 PDT 2020,,Gasterosteus_aculeatus.groupV.11331423.11331261.fas,F:\Temnocora\Exon\assemble_result\nf,159,132,Thu Jul 02 10:27:01 PDT 2020,0,27 KB,urn:local:.:3u3-c44nt8h
Gasterosteus_aculeatus.groupVI.4867209.4868512,0,106071,82,57.4%,Thu Jul 02 10:27:03 PDT 2020,,Gasterosteus_aculeatus.groupVI.4867209.4868512.fas,F:\Temnocora\Exon\assemble_result\nf,1317,1071,Thu Jul 02 10:27:03 PDT 2020,0,121 KB,urn:local:.:3yr-c44ntc8
Gasterosteus_aculeatus.groupVII.21298454.21298287,0,13590,82,51.9%,Thu Jul 02 10:27:04 PDT 2020,,Gasterosteus_aculeatus.groupVII.21298454.21298287.fas,F:\Temnocora\Exon\assemble_result\nf,168,135,Thu Jul 02 10:27:04 PDT 2020,0,28 KB,urn:local:.:43l-c44ntgd
Gasterosteus_aculeatus.groupVIII.3807356.3807546,0,15132,82,60.9%,Thu Jul 02 10:27:06 PDT 2020,,Gasterosteus_aculeatus.groupVIII.3807356.3807546.fas,F:\Temnocora\Exon\assemble_result\nf,186,150,Thu Jul 02 10:27:06 PDT 2020,0,29 KB,urn:local:.:48u-c44ntkm
Gasterosteus_aculeatus.groupXII.9691885.9692028,0,11781,82,54.9%,Thu Jul 02 10:27:09 PDT 2020,,Gasterosteus_aculeatus.groupXII.9691885.9692028.fas,F:\Temnocora\Exon\assemble_result\nf,144,117,Thu Jul 02 10:27:09 PDT 2020,0,26 KB,urn:local:.:4lo-c44ntv8
Gasterosteus_aculeatus.groupXII.10904395.10904786,0,31590,82,56.7%,Thu Jul 02 10:27:08 PDT 2020,,Gasterosteus_aculeatus.groupXII.10904395.10904786.fas,F:\Temnocora\Exon\assemble_result\nf,390,315,Thu Jul 02 10:27:08 PDT 2020,0,45 KB,urn:local:.:4gi-c44ntr4
Gasterosteus_aculeatus.groupXIV.7697144.7697322,0,14334,82,57.0%,Thu Jul 02 10:27:13 PDT 2020,,Gasterosteus_aculeatus.groupXIV.7697144.7697322.fas,F:\Temnocora\Exon\assemble_result\nf,177,144,Thu Jul 02 10:27:13 PDT 2020,0,29 KB,urn:local:.:4w6-c44nu4f
Gasterosteus_aculeatus.groupXVIII.13790008.13789871,0,10809,82,62.4%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.13790008.13789871.fas,F:\Temnocora\Exon\assemble_result\nf,135,108,Thu Jul 02 10:27:19 PDT 2020,0,25 KB,urn:local:.:5hf-c44nulx
Oryzias_latipes.1.2473136.2472909,0,18399,82,61.8%,Thu Jul 02 10:27:25 PDT 2020,,Oryzias_latipes.1.2473136.2472909.fas,F:\Temnocora\Exon\assemble_result\nf,225,192,Thu Jul 02 10:27:25 PDT 2020,0,33 KB,urn:local:.:5yx-c44nv15
Oryzias_latipes.6.14999500.14999292,0,12609,82,46.5%,Thu Jul 02 10:27:39 PDT 2020,,Oryzias_latipes.6.14999500.14999292.fas,F:\Temnocora\Exon\assemble_result\nf,168,135,Thu Jul 02 10:27:39 PDT 2020,0,27 KB,urn:local:.:7c3-c44nw6a
Oryzias_latipes.13.17549794.17549589,0,16560,82,50.6%,Thu Jul 02 10:27:27 PDT 2020,,Oryzias_latipes.13.17549794.17549589.fas,F:\Temnocora\Exon\assemble_result\nf,204,168,Thu Jul 02 10:27:27 PDT 2020,0,31 KB,urn:local:.:66x-c44nv7q
Oryzias_latipes.14.16681928.16681785,0,11712,82,48.2%,Thu Jul 02 10:27:28 PDT 2020,,Oryzias_latipes.14.16681928.16681785.fas,F:\Temnocora\Exon\assemble_result\nf,144,117,Thu Jul 02 10:27:28 PDT 2020,0,26 KB,urn:local:.:69r-c44nva4
Oryzias_latipes.18.26394460.26394185,0,22083,82,65.4%,Thu Jul 02 10:27:31 PDT 2020,,Oryzias_latipes.18.26394460.26394185.fas,F:\Temnocora\Exon\assemble_result\nf,273,237,Thu Jul 02 10:27:31 PDT 2020,0,36 KB,urn:local:.:6j9-c44nvhx
Oryzias_latipes.20.1884685.1884503,0,14499,82,58.0%,Thu Jul 02 10:27:32 PDT 2020,,Oryzias_latipes.20.1884685.1884503.fas,F:\Temnocora\Exon\assemble_result\nf,180,156,Thu Jul 02 10:27:32 PDT 2020,0,29 KB,urn:local:.:6no-c44nvlj
Oryzias_latipes.23.5941093.5940965,0,9993,82,49.6%,Thu Jul 02 10:27:35 PDT 2020,,Oryzias_latipes.23.5941093.5940965.fas,F:\Temnocora\Exon\assemble_result\nf,123,105,Thu Jul 02 10:27:35 PDT 2020,0,24 KB,urn:local:.:6xi-c44nvty
Oryzias_latipes.scaffold1376.12635.12354,0,19041,82,52.7%,Thu Jul 02 10:27:43 PDT 2020,,Oryzias_latipes.scaffold1376.12635.12354.fas,F:\Temnocora\Exon\assemble_result\nf,246,201,Thu Jul 02 10:27:43 PDT 2020,0,33 KB,urn:local:.:7of-c44nwgx
Oryzias_latipes.ultracontig236.1451066.1450863,0,16245,82,59.6%,Thu Jul 02 10:27:44 PDT 2020,,Oryzias_latipes.ultracontig236.1451066.1450863.fas,F:\Temnocora\Exon\assemble_result\nf,201,165,Thu Jul 02 10:27:44 PDT 2020,0,31 KB,urn:local:.:7r0-c44nwj1
Tetraodon_nigroviridis.1.2094233.2094357,0,10050,82,56.1%,Thu Jul 02 10:27:46 PDT 2020,,Tetraodon_nigroviridis.1.2094233.2094357.fas,F:\Temnocora\Exon\assemble_result\nf,123,105,Thu Jul 02 10:27:46 PDT 2020,0,24 KB,urn:local:.:7w6-c44nwnj
Tetraodon_nigroviridis.1.11890427.11890602,0,14178,82,61.0%,Thu Jul 02 10:27:45 PDT 2020,,Tetraodon_nigroviridis.1.11890427.11890602.fas,F:\Temnocora\Exon\assemble_result\nf,174,147,Thu Jul 02 10:27:45 PDT 2020,0,28 KB,urn:local:.:7u6-c44nwli
Tetraodon_nigroviridis.2.6403868.6403754,0,9063,82,49.7%,Thu Jul 02 10:27:56 PDT 2020,,Tetraodon_nigroviridis.2.6403868.6403754.fas,F:\Temnocora\Exon\assemble_result\nf,111,93,Thu Jul 02 10:27:56 PDT 2020,0,23 KB,urn:local:.:8v6-c44nxgx
Tetraodon_nigroviridis.9.1211069.1210875,0,15624,82,57.3%,Thu Jul 02 10:28:02 PDT 2020,,Tetraodon_nigroviridis.9.1211069.1210875.fas,F:\Temnocora\Exon\assemble_result\nf,192,156,Thu Jul 02 10:28:02 PDT 2020,0,30 KB,urn:local:.:9dx-c44nxw6
Tetraodon_nigroviridis.13.8426002.8425806,0,14727,82,63.9%,Thu Jul 02 10:27:50 PDT 2020,,Tetraodon_nigroviridis.13.8426002.8425806.fas,F:\Temnocora\Exon\assemble_result\nf,183,147,Thu Jul 02 10:27:50 PDT 2020,0,29 KB,urn:local:.:8b0-c44nwzy
Tetraodon_nigroviridis.14.4981934.4982152,0,17505,82,56.5%,Thu Jul 02 10:27:51 PDT 2020,,Tetraodon_nigroviridis.14.4981934.4982152.fas,F:\Temnocora\Exon\assemble_result\nf,216,174,Thu Jul 02 10:27:51 PDT 2020,0,32 KB,urn:local:.:8cu-c44nx1o
Tetraodon_nigroviridis.19.2487255.2487052,0,16614,82,57.9%,Thu Jul 02 10:27:55 PDT 2020,,Tetraodon_nigroviridis.19.2487255.2487052.fas,F:\Temnocora\Exon\assemble_result\nf,204,165,Thu Jul 02 10:27:55 PDT 2020,0,31 KB,urn:local:.:8po-c44nxcn
Tetraodon_nigroviridis.21.5083783.5084055,0,21816,82,58.8%,Thu Jul 02 10:27:57 PDT 2020,,Tetraodon_nigroviridis.21.5083783.5084055.fas,F:\Temnocora\Exon\assemble_result\nf,270,219,Thu Jul 02 10:27:57 PDT 2020,0,36 KB,urn:local:.:8y6-c44nxjh
Tetraodon_nigroviridis.Un_random.30478050.30477696,0,10965,82,45.0%,Thu Jul 02 10:28:05 PDT 2020,,Tetraodon_nigroviridis.Un_random.30478050.30477696.fas,F:\Temnocora\Exon\assemble_result\nf,138,114,Thu Jul 02 10:28:05 PDT 2020,0,25 KB,urn:local:.:9mu-c44ny4c
Danio_rerio.1.35520156.35520299,0,11604,83,48.9%,Thu Jul 02 10:26:12 PDT 2020,,Danio_rerio.1.35520156.35520299.fas,F:\Temnocora\Exon\assemble_result\nf,141,117,Thu Jul 02 10:26:12 PDT 2020,0,26 KB,urn:local:.:2r-c44npgd
Danio_rerio.1.46924955.46925121,0,13341,83,62.0%,Thu Jul 02 10:26:13 PDT 2020,,Danio_rerio.1.46924955.46925121.fas,F:\Temnocora\Exon\assemble_result\nf,165,132,Thu Jul 02 10:26:13 PDT 2020,0,28 KB,urn:local:.:3o-c44nphb
Danio_rerio.1.60038803.60039032,0,11076,83,50.6%,Thu Jul 02 10:26:13 PDT 2020,,Danio_rerio.1.60038803.60039032.fas,F:\Temnocora\Exon\assemble_result\nf,135,108,Thu Jul 02 10:26:13 PDT 2020,0,26 KB,urn:local:.:4o-c44npia
Danio_rerio.2.5069202.5069076,0,10053,83,60.0%,Thu Jul 02 10:26:36 PDT 2020,,Danio_rerio.2.5069202.5069076.fas,F:\Temnocora\Exon\assemble_result\nf,123,99,Thu Jul 02 10:26:36 PDT 2020,0,25 KB,urn:local:.:1ko-c44nraf
Danio_rerio.3.31289200.31289039,0,13047,83,66.1%,Thu Jul 02 10:26:43 PDT 2020,,Danio_rerio.3.31289200.31289039.fas,F:\Temnocora\Exon\assemble_result\nf,159,141,Thu Jul 02 10:26:43 PDT 2020,0,28 KB,urn:local:.:286-c44nru2
Danio_rerio.5.45244668.45244540,0,10140,83,54.9%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.45244668.45244540.fas,F:\Temnocora\Exon\assemble_result\nf,123,99,Thu Jul 02 10:26:46 PDT 2020,0,25 KB,urn:local:.:2h6-c44ns3b
Danio_rerio.13.12756572.12756724,0,12615,83,54.2%,Thu Jul 02 10:26:24 PDT 2020,,Danio_rerio.13.12756572.12756724.fas,F:\Temnocora\Exon\assemble_result\nf,153,123,Thu Jul 02 10:26:24 PDT 2020,0,27 KB,urn:local:.:i6-c44nqdq
Danio_rerio.14.49325852.49325677,0,14361,83,50.3%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.49325852.49325677.fas,F:\Temnocora\Exon\assemble_result\nf,174,141,Thu Jul 02 10:26:27 PDT 2020,0,29 KB,urn:local:.:ru-c44nqmd
Danio_rerio.15.1882560.1882689,0,10635,83,46.8%,Thu Jul 02 10:26:28 PDT 2020,,Danio_rerio.15.1882560.1882689.fas,F:\Temnocora\Exon\assemble_result\nf,129,105,Thu Jul 02 10:26:28 PDT 2020,0,25 KB,urn:local:.:ti-c44nqnq
Danio_rerio.17.50620146.50620287,0,11676,83,55.5%,Thu Jul 02 10:26:32 PDT 2020,,Danio_rerio.17.50620146.50620287.fas,F:\Temnocora\Exon\assemble_result\nf,141,126,Thu Jul 02 10:26:32 PDT 2020,0,26 KB,urn:local:.:189-c44nr06
Danio_rerio.18.44063579.44063717,0,11130,83,51.7%,Thu Jul 02 10:26:34 PDT 2020,,Danio_rerio.18.44063579.44063717.fas,F:\Temnocora\Exon\assemble_result\nf,135,111,Thu Jul 02 10:26:34 PDT 2020,0,26 KB,urn:local:.:1cr-c44nr42
Danio_rerio.24.36473686.36473856,0,14055,83,45.9%,Thu Jul 02 10:26:41 PDT 2020,,Danio_rerio.24.36473686.36473856.fas,F:\Temnocora\Exon\assemble_result\nf,171,147,Thu Jul 02 10:26:41 PDT 2020,0,29 KB,urn:local:.:22c-c44nrp4
Gasterosteus_aculeatus.groupI.7545001.7545288,0,14859,83,57.7%,Thu Jul 02 10:26:55 PDT 2020,,Gasterosteus_aculeatus.groupI.7545001.7545288.fas,F:\Temnocora\Exon\assemble_result\nf,183,177,Thu Jul 02 10:26:55 PDT 2020,0,29 KB,urn:local:.:3a9-c44nsre
Gasterosteus_aculeatus.groupI.10354911.10354144,0,62871,83,46.5%,Thu Jul 02 10:26:54 PDT 2020,,Gasterosteus_aculeatus.groupI.10354911.10354144.fas,F:\Temnocora\Exon\assemble_result\nf,768,660,Thu Jul 02 10:26:54 PDT 2020,0,76 KB,urn:local:.:35c-c44nsn7
Gasterosteus_aculeatus.groupIX.8514221.8514014,0,16890,83,50.8%,Thu Jul 02 10:27:01 PDT 2020,,Gasterosteus_aculeatus.groupIX.8514221.8514014.fas,F:\Temnocora\Exon\assemble_result\nf,207,174,Thu Jul 02 10:27:01 PDT 2020,0,31 KB,urn:local:.:3s9-c44nt6z
Gasterosteus_aculeatus.groupVI.13965084.13964779,0,25014,83,57.7%,Thu Jul 02 10:27:02 PDT 2020,,Gasterosteus_aculeatus.groupVI.13965084.13964779.fas,F:\Temnocora\Exon\assemble_result\nf,303,264,Thu Jul 02 10:27:02 PDT 2020,0,39 KB,urn:local:.:3wx-c44ntav
Gasterosteus_aculeatus.groupVII.17570015.17570190,0,14250,83,58.4%,Thu Jul 02 10:27:04 PDT 2020,,Gasterosteus_aculeatus.groupVII.17570015.17570190.fas,F:\Temnocora\Exon\assemble_result\nf,174,141,Thu Jul 02 10:27:04 PDT 2020,0,29 KB,urn:local:.:42o-c44ntfn
Gasterosteus_aculeatus.groupXI.591269.591131,0,11322,83,63.3%,Thu Jul 02 10:27:07 PDT 2020,,Gasterosteus_aculeatus.groupXI.591269.591131.fas,F:\Temnocora\Exon\assemble_result\nf,138,117,Thu Jul 02 10:27:07 PDT 2020,0,26 KB,urn:local:.:4e9-c44ntp9
Gasterosteus_aculeatus.groupXV.4998534.4998654,0,9612,83,45.2%,Thu Jul 02 10:27:16 PDT 2020,,Gasterosteus_aculeatus.groupXV.4998534.4998654.fas,F:\Temnocora\Exon\assemble_result\nf,117,96,Thu Jul 02 10:27:16 PDT 2020,0,24 KB,urn:local:.:55i-c44nuc5
